,id,network_id,degree,definition
15114,14134,59,131.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 15}"
15473,14197,59,132.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 0}"
15302,14346,59,133.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 9}"
15320,14472,59,134.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 8}"
15696,14493,59,135.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 5}"
15694,14594,59,136.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 14}"
16143,14755,59,137.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 1}"
16147,14894,59,138.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 11}"
16412,15015,59,139.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 6}"
16414,15099,59,140.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 3}"
16320,15131,59,141.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 7}"
572,15268,59,142.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 2}"
5383,15432,59,143.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 10}"
8173,15501,59,144.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 12}"
12681,15590,59,145.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 4}"
13656,15781,59,146.0,"{""vector"": [0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 13}"
13657,15889,59,147.0,"{""vector"": [0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 15}"
13974,15913,59,148.0,"{""vector"": [0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 0}"
15650,15948,59,149.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 9}"
16444,16223,59,150.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 8}"
16875,16358,59,151.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 5}"
16877,16533,59,152.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 14}"
16921,16547,59,153.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 1}"
17169,16701,59,154.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 11}"
17144,16742,59,155.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 6}"
17327,16846,59,156.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 3}"
17540,16995,59,157.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 7}"
17476,17132,59,158.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 2}"
17901,17227,59,159.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 10}"
18025,17249,59,160.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 12}"
18119,17438,59,161.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 4}"
18121,17490,59,162.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 13}"
18341,17657,59,163.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 15}"
18285,17706,59,164.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 0}"
18636,17785,59,165.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 9}"
18740,17890,59,166.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 8}"
18617,17960,59,167.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 5}"
18839,18086,59,168.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 14}"
19264,18208,59,169.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 1}"
19265,18382,59,170.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 11}"
19230,18466,59,171.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 6}"
19514,18575,59,172.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 3}"
19653,18690,59,173.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 7}"
19661,18758,59,174.0,"{""vector"": [1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 2}"
19762,18913,59,175.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 10}"
19851,18957,59,176.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 12}"
20052,19117,59,177.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 4}"
20047,19183,59,178.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 13}"
20486,19338,59,179.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 15}"
20485,19505,59,180.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 0}"
20598,19534,59,181.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 9}"
20632,19688,59,182.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 8}"
20853,19822,59,183.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 5}"
21118,19929,59,184.0,"{""vector"": [1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 14}"
21121,20003,59,185.0,"{""vector"": [1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 1}"
21401,20042,59,186.0,"{""vector"": [1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 11}"
21404,20171,59,187.0,"{""vector"": [1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
21649,20224,59,188.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 3}"
21305,20390,59,189.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 7}"
8551,20544,59,190.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 2}"
11636,20629,59,191.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 10}"
14999,20702,59,192.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 12}"
16839,20844,59,193.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 4}"
17377,20942,59,194.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 13}"
17668,21014,59,195.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 15}"
17665,21091,59,196.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 0}"
19073,21271,59,197.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 9}"
20211,21386,59,198.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], ""active_index"": 8}"
20275,21443,59,199.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], ""active_index"": 5}"
21699,21449,59,200.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], ""active_index"": 14}"
21724,21686,59,201.0,"{""vector"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0], ""active_index"": 1}"
21684,21767,59,202.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0], ""active_index"": 11}"
21730,21878,59,203.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 6}"
22075,22010,59,204.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 3}"
22189,22062,59,205.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 7}"
22220,22217,59,206.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 2}"
22228,22271,59,207.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 10}"
22490,22468,59,208.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 12}"
22361,22529,59,209.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 4}"
22652,22637,59,210.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 13}"
22650,22734,59,211.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 15}"
22844,22814,59,212.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], ""active_index"": 0}"
22850,22856,59,213.0,"{""vector"": [0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], ""active_index"": 9}"
22868,22953,59,214.0,"{""vector"": [0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 8}"
23061,23130,59,215.0,"{""vector"": [0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 5}"
23346,23183,59,216.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 14}"
23343,23364,59,217.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 1}"
23413,23466,59,218.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 11}"
23695,23615,59,219.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 6}"
23580,23661,59,220.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 3}"
23643,23813,59,221.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 7}"
23907,23902,59,222.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 2}"
24044,23980,59,223.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 10}"
24048,24044,59,224.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 12}"
24236,24219,59,225.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 4}"
24208,24273,59,226.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 13}"
24500,24449,59,227.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 15}"
24502,24489,59,228.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 0}"
24754,24581,59,229.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 9}"
24757,24748,59,230.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 8}"
24903,24838,59,231.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 5}"
24906,24945,59,232.0,"{""vector"": [0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 14}"
25074,24998,59,233.0,"{""vector"": [0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 1}"
25185,25144,59,234.0,"{""vector"": [0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 11}"
25188,25304,59,235.0,"{""vector"": [0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 6}"
25513,25357,59,236.0,"{""vector"": [0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 3}"
25514,25511,59,237.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 7}"
25766,25578,59,238.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 2}"
25607,25652,59,239.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 10}"
25604,25733,59,240.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 12}"
26031,25918,59,241.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 4}"
26030,25975,59,242.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 13}"
134,129,60,1.0,"{""vector"": [1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0], ""active_index"": 6}"
382,290,60,2.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0], ""active_index"": 2}"
348,408,60,3.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0], ""active_index"": 7}"
671,503,60,4.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0], ""active_index"": 0}"
681,616,60,5.0,"{""vector"": [0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0], ""active_index"": 10}"
885,743,60,6.0,"{""vector"": [0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0], ""active_index"": 1}"
905,849,60,7.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0], ""active_index"": 9}"
1035,1004,60,8.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 13}"
1030,1020,60,9.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 3}"
954,1200,60,10.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0], ""active_index"": 14}"
1195,1220,60,11.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 4}"
1704,1243,60,12.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 8}"
1698,1425,60,13.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0], ""active_index"": 12}"
1310,1587,60,14.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 11}"
1828,1622,60,15.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""active_index"": 15}"
2167,1758,60,16.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 5}"
2165,1883,60,17.0,"{""vector"": [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 6}"
1710,2009,60,18.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 2}"
2313,2050,60,19.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 7}"
2318,2192,60,20.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 0}"
2564,2320,60,21.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 10}"
2938,2379,60,22.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 1}"
2941,2460,60,23.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 9}"
3088,2657,60,24.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 13}"
3090,2806,60,25.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 3}"
3202,2832,60,26.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1], ""active_index"": 14}"
3199,2940,60,27.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 4}"
3514,3096,60,28.0,"{""vector"": [1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 8}"
1813,3214,60,29.0,"{""vector"": [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 12}"
3704,3241,60,30.0,"{""vector"": [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1], ""active_index"": 11}"
3710,3407,60,31.0,"{""vector"": [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1], ""active_index"": 15}"
3680,3439,60,32.0,"{""vector"": [1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 5}"
3933,3646,60,33.0,"{""vector"": [1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 6}"
4156,3731,60,34.0,"{""vector"": [1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 2}"
4246,3836,60,35.0,"{""vector"": [1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 7}"
4435,3922,60,36.0,"{""vector"": [1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 0}"
3857,4054,60,37.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 10}"
4224,4137,60,38.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 1}"
4546,4256,60,39.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 9}"
4552,4273,60,40.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 13}"
4901,4473,60,41.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 3}"
5242,4499,60,42.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 14}"
5245,4644,60,43.0,"{""vector"": [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 4}"
5479,4771,60,44.0,"{""vector"": [0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 8}"
5482,4808,60,45.0,"{""vector"": [0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0], ""active_index"": 12}"
5686,4963,60,46.0,"{""vector"": [0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 11}"
5851,5103,60,47.0,"{""vector"": [0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 15}"
5796,5144,60,48.0,"{""vector"": [0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 5}"
3593,5307,60,49.0,"{""vector"": [0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 6}"
5446,5372,60,50.0,"{""vector"": [0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 2}"
5898,5552,60,51.0,"{""vector"": [0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 7}"
5902,5663,60,52.0,"{""vector"": [0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 0}"
6236,5770,60,53.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 10}"
6347,5869,60,54.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 1}"
6351,5932,60,55.0,"{""vector"": [1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 9}"
6590,6103,60,56.0,"{""vector"": [1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1], ""active_index"": 13}"
6769,6193,60,57.0,"{""vector"": [1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""active_index"": 3}"
6763,6262,60,58.0,"{""vector"": [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""active_index"": 14}"
6583,6373,60,59.0,"{""vector"": [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1], ""active_index"": 4}"
7391,6504,60,60.0,"{""vector"": [1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1], ""active_index"": 8}"
7393,6622,60,61.0,"{""vector"": [1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], ""active_index"": 12}"
7593,6708,60,62.0,"{""vector"": [1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], ""active_index"": 11}"
7594,6752,60,63.0,"{""vector"": [1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], ""active_index"": 15}"
5265,6950,60,64.0,"{""vector"": [1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0], ""active_index"": 5}"
6751,7034,60,65.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0], ""active_index"": 6}"
